Entity,Time,Value
Europe & Central Asia,2002,415145974403.969
Ecuador,2002,783261009.55
"Egypt, Arab Rep.",2002,646900000.0
Euro area,2002,254206419641.089
Eritrea,2002,22766170.0
Spain,2002,39314607366.2039
Estonia,2002,338234260.376913
Ethiopia,2002,255000000.0
European Union,2002,295298465434.405
Fragile and conflict affected situations,2002,8480064189.94771
Finland,2002,8094575465.08978
Fiji,2002,30672578.3302519
France,2002,51550483853.8508
"Micronesia, Fed. Sts.",2002,0.0
Gabon,2002,1160708.31013769
United Kingdom,2002,89760582753.2234
Georgia,2002,160398660.46
Ghana,2002,58930000.0
Guinea,2002,30000000.0
"Gambia, The",2002,42827000.0
Guinea-Bissau,2002,3545253.68893724
Equatorial Guinea,2002,323391510.0
Greece,2002,34180546.5370639
Grenada,2002,77853769.5825333
Guatemala,2002,-1016996773.78154
Guyana,2002,43600000.0
High income,2002,607842327464.921
"Hong Kong SAR, China",2002,6747855220.81764
Honduras,2002,287314899.999999
Heavily indebted poor countries (HIPC),2002,5892830400.53591
Croatia,2002,980784304.813265
Haiti,2002,5700000.0
Hungary,2002,3643428379.51995
IBRD only,2002,130421200298.817
IDA & IBRD total,2002,159665476155.558
IDA total,2002,9249121784.13502
IDA blend,2002,4071318411.3334
Indonesia,2002,145085548.722222
IDA only,2002,5177803372.80162
India,2002,5208967106.27894
Ireland,2002,29323796530.0
"Iran, Islamic Rep.",2002,3519380360.0
Iraq,2002,-326000.0
Iceland,2002,91905493.0570105
Israel,2002,1582500000.0
Italy,2002,17239360004.8834
Jamaica,2002,443800000.0
Jordan,2002,238222874.679327
Japan,2002,11557373873.9418
Kazakhstan,2002,2588491060.0
Kenya,2002,27618447.058206
Kyrgyz Republic,2002,4661963.54471303
Cambodia,2002,130956363.872694
Kiribati,2002,249790.0
St. Kitts and Nevis,2002,75728571.8527133
"Korea, Rep.",2002,5475100000.0
Kuwait,2002,3619441.97735905
Latin America & Caribbean (excluding high income),2002,46231038120.2736
Lao PDR,2002,4451297.0311068
Lebanon,2002,1335970000.0
Liberia,2002,2800000.0
Libya,2002,145000000.0
St. Lucia,2002,99909211.2583796
Latin America & Caribbean,2002,60880629810.078
Least developed countries: UN classification,2002,5923297074.67949
Low income,2002,2814587432.88566
Liechtenstein,2002,6864257254.8617
Sri Lanka,2002,196500000.0
Lower middle income,2002,20329445047.6915
Low & middle income,2002,139625643072.571
Lesotho,2002,28391254.9617369
Late-demographic dividend,2002,138571980548.03
Lithuania,2002,660790497.921647
Luxembourg,2002,4243174360.0
Latvia,2002,160090702.160432
"Macao SAR, China",2002,393961071.024012
Morocco,2002,480355698.049862
Moldova,2002,84050000.0
Madagascar,2002,14661798.0720596
Maldives,2002,24718599.7690471
"Middle East, North Africa, Afghanistan & Pakistan",2002,10858569447.7798
Mexico,2002,20160111120.0
Marshall Islands,2002,839000.0
Middle income,2002,136556055639.685
North Macedonia,2002,114193471.4194
Mali,2002,-12371106.2038469
Malta,2002,-497796507.906789
Myanmar,2002,150511225.813866
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",2002,9338940195.56235
Montenegro,2002,0.0
Mongolia,2002,77751000.0
Mozambique,2002,347252830.0
Mauritania,2002,67340350.0
Mauritius,2002,32073116.0847954
Malawi,2002,5899999.35886241
Malaysia,2002,3192894736.8421
North America,2002,135546825376.882
Namibia,2002,147535758.471972
New Caledonia,2002,59055445.6614434
Niger,2002,7827441.93508379
Nigeria,2002,1874070753.14013
Nicaragua,2002,203900000.0
Netherlands,2002,25485041348.3329
Norway,2002,3011752930.34114
Nepal,2002,-5952541.12704631
Nauru,2002,0.0
New Zealand,2002,2848556986.63851
OECD members,2002,591095842926.409
Oman,2002,109232769.830949
Other small states,2002,1487566927.3101
Pakistan,2002,826000000.0
Panama,2002,247100000.0
Peru,2002,2155836814.73345
Philippines,2002,1769000000.0
Palau,2002,1901010.0
Papua New Guinea,2002,20160425.6683546
Poland,2002,4091000000.0
Pre-demographic dividend,2002,8325001210.73425
Portugal,2002,587893729.664141
Paraguay,2002,90400000.0
West Bank and Gaza,2002,9440000.0
Pacific island small states,2002,54252424.264556
Post-demographic dividend,2002,540862755257.563
French Polynesia,2002,10930935.8556037
Qatar,2002,623920000.0
Romania,2002,1144000000.0
Russian Federation,2002,3473830000.0
Rwanda,2002,1500000.0
South Asia,2002,5478963505.95991
Saudi Arabia,2002,-614133333.333333
Sudan,2002,713180000.0
Senegal,2002,82692671.5664975
Singapore,2002,6157194143.82423
Solomon Islands,2002,145800.744935118
Sierra Leone,2002,10413409.4634409
El Salvador,2002,470000000.0
"Somalia, Fed. Rep.",2002,140000.0
Serbia,2002,0.0
Sub-Saharan Africa (excluding high income),2002,10677388631.1474
South Sudan,2002,0.0
Sub-Saharan Africa,2002,10872642137.6866
Small states,2002,3318951852.42818
Sao Tome and Principe,2002,3600000.0
Suriname,2002,-73600000.0
Slovak Republic,2002,4212437461.031
Slovenia,2002,1849800000.0
Sweden,2002,18381645407.9826
Eswatini,2002,92945313.1719951
Sint Maarten (Dutch part),2002,0.0
Seychelles,2002,47717748.0672259
Syrian Arab Republic,2002,115000000.0
Turks and Caicos Islands,2002,0.0
Chad,2002,924119210.0
East Asia & Pacific (IDA & IBRD countries),2002,63360293926.8554
Europe & Central Asia (IDA & IBRD countries),2002,18483607545.8961
Togo,2002,57806307.3736271
Thailand,2002,3341612007.23692
Tajikistan,2002,36066400.0
Turkmenistan,2002,276000000.0
Latin America & the Caribbean (IDA & IBRD countries),2002,52140468843.5975
Timor-Leste,2002,0.0
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",2002,9329500195.56235
Tonga,2002,4692080.0
South Asia (IDA & IBRD),2002,5478963505.95991
Sub-Saharan Africa (IDA & IBRD countries),2002,10872642137.6866
Trinidad and Tobago,2002,1007800000.0
Tunisia,2002,790302916.627592
Turkiye,2002,1082000000.0
Tuvalu,2002,-9779.61900234303
Tanzania,2002,395567134.0
Uganda,2002,184648059.1975
Ukraine,2002,693000000.0
Upper middle income,2002,116383836140.465
Uruguay,2002,179852187.798716
United States,2002,111055000000.0
Uzbekistan,2002,65300000.0
St. Vincent and the Grenadines,2002,26280196.6102451
"Venezuela, RB",2002,761000000.0
British Virgin Islands,2002,5451882000.0
Viet Nam,2002,1400000000.0
Vanuatu,2002,14162544.8083713
World,2002,751724920043.187
Samoa,2002,1599400.0
Kosovo,2002,0.0
"Yemen, Rep.",2002,114302000.0
South Africa,2002,1479804588.75226
Zambia,2002,298390000.0
Zimbabwe,2002,25900000.0
Aruba,2003,159776536.312849
Africa Eastern and Southern,2003,8555151106.70481
Afghanistan,2003,57800000.0
Africa Western and Central,2003,5262166818.94776
Angola,2003,3576971780.0
Albania,2003,178036400.666666
Arab World,2003,14595559432.7752
United Arab Emirates,2003,4255956430.0
Argentina,2003,1652010000.0
Armenia,2003,122852992.703234
Antigua and Barbuda,2003,120216017.556152
Australia,2003,8985246029.5004
Austria,2003,6195021860.0
Azerbaijan,2003,4007330000.0
Burundi,2003,0.0
Belgium,2003,34559267489.7082
Benin,2003,10638088.2576387
Burkina Faso,2003,29122510.0
Bangladesh,2003,268285231.831688
Bulgaria,2003,2096788700.05598
Bahrain,2003,516700276.442675
"Bahamas, The",2003,190200000.0
Bosnia and Herzegovina,2003,381784637.391406
Belarus,2003,171800000.0
Belize,2003,-10924755.7533455
Bermuda,2003,12900000.0
Bolivia,2003,197400000.0
Brazil,2003,10123013670.99
Barbados,2003,184701288.595
Brunei Darussalam,2003,123820911.146426
Bhutan,2003,3370310.0
Botswana,2003,418040676.139807
Central African Republic,2003,11300000.0
Canada,2003,7011792709.04631
Central Europe and the Baltics,2003,20414105077.8084
Switzerland,2003,19721053893.3921
Chile,2003,3485728421.75027
China,2003,57900937467.3864
Cote d'Ivoire,2003,165390570.0
Cameroon,2003,334888535.860207
"Congo, Dem. Rep.",2003,391254720.0
"Congo, Rep.",2003,220038914.195923
Colombia,2003,1720493455.49813
Comoros,2003,793243.734562134
Cabo Verde,2003,39216510.8127633
Costa Rica,2003,774386239.764205
Caribbean small states,2003,1647157837.0044
Curacao,2003,0.0
Cayman Islands,2003,2602570000.0
Cyprus,2003,908147517.991038
Czechia,2003,2021275745.955
Germany,2003,65401516009.2492
Djibouti,2003,14224542.9634089
Dominica,2003,31342402.2408582
Denmark,2003,1184825159.91313
Dominican Republic,2003,616530000.0
Algeria,2003,637853030.0
East Asia & Pacific (excluding high income),2003,68411568113.6821
Early-demographic dividend,2003,42977020518.7505
East Asia & Pacific,2003,126694972908.03
Europe & Central Asia (excluding high income),2003,11384534383.4133
Europe & Central Asia,2003,389722779240.477
Ecuador,2003,871513414.023619
"Egypt, Arab Rep.",2003,237400000.0
Euro area,2003,271085514310.593
Eritrea,2003,24999790.0
Spain,2003,31005892770.6415
Estonia,2003,1038244664.19461
Ethiopia,2003,465000000.0
European Union,2003,293768597752.735
Fragile and conflict affected situations,2003,13558595393.8708
Finland,2003,5965369887.32256
Fiji,2003,40310494.5421484
France,2003,42350800678.3508
"Micronesia, Fed. Sts.",2003,0.0
Gabon,2003,99666154.0233406
United Kingdom,2003,36011240472.8341
Georgia,2003,334891041.62
Ghana,2003,136751000.0
Guinea,2003,78966000.0
"Gambia, The",2003,18272720.342347
Guinea-Bissau,2003,4005503.68688217
Equatorial Guinea,2003,689779770.0
Greece,2003,1408086698.6235
Grenada,2003,99087992.4481011
Guatemala,2003,19488617.59936
Guyana,2003,26100000.0
High income,2003,589354096415.51
"Hong Kong SAR, China",2003,18567357065.233
Honduras,2003,390166272.910662
Heavily indebted poor countries (HIPC),2003,6836256857.01364
Croatia,2003,1846434012.04769
Haiti,2003,13800000.0
Hungary,2003,4157510420.33352
IBRD only,2003,131619193272.083
IDA & IBRD total,2003,173574772690.481
IDA total,2003,10903488844.0464
IDA blend,2003,3862399041.28066
Indonesia,2003,-596923827.786241
IDA only,2003,7041089802.7657
India,2003,3681984671.43428
Ireland,2003,22781292820.0
"Iran, Islamic Rep.",2003,2877481500.0
Iraq,2003,1000000000.0
Iceland,2003,335355205.005774
Israel,2003,3322000000.0
Italy,2003,19572886733.5721
Jamaica,2003,683500000.0
Jordan,2003,546967559.943582
Japan,2003,8771535612.31507
Kazakhstan,2003,2483253230.0
Kenya,2003,81738242.6366211
Kyrgyz Republic,2003,45544627.8
Cambodia,2003,81580650.5580651
Kiribati,2003,670760.0
St. Kitts and Nevis,2003,75511019.0749648
"Korea, Rep.",2003,7010000000.0
Kuwait,2003,-67111499.3383339
Latin America & Caribbean (excluding high income),2003,36307781046.8402
Lao PDR,2003,19484000.8001106
Lebanon,2003,2860020313.18819
Liberia,2003,372220000.0
Libya,2003,143000000.0
St. Lucia,2003,163844777.42511
Latin America & Caribbean,2003,57421708939.1454
Least developed countries: UN classification,2003,9344038930.76246
Low income,2003,3808658203.00645
Liechtenstein,2003,17305461701.2587
Sri Lanka,2003,228720000.0
Lower middle income,2003,22221595062.3157
Low & middle income,2003,142497074329.503
Lesotho,2003,43948139.9839825
Late-demographic dividend,2003,146603091199.371
Lithuania,2003,217398839.893753
Luxembourg,2003,4291105680.0
Latvia,2003,316652176.39383
"Macao SAR, China",2003,506111200.953584
Morocco,2003,2312829823.25089
Moldova,2003,73750000.0
Madagascar,2003,12874087.0
Maldives,2003,31774435.5684086
"Middle East, North Africa, Afghanistan & Pakistan",2003,20847224330.3765
Mexico,2003,18157929031.0
Marshall Islands,2003,-1152000.0
Middle income,2003,138223416126.497
North Macedonia,2003,119041753.232
Mali,2003,72517997.3250874
Malta,2003,911474591.335864
Myanmar,2003,248882510.026366
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",2003,11844823708.3559
Montenegro,2003,0.0
Mongolia,2003,131540000.0
Mozambique,2003,336698400.0
Mauritania,2003,101957950.0
Mauritius,2003,62630665.276514
Malawi,2003,65885630.0222282
Malaysia,2003,3218947368.42105
North America,2003,124130692709.046
Namibia,2003,65110887.1077804
New Caledonia,2003,116048161.873983
Niger,2003,18529138.97363
Nigeria,2003,2005353563.06397
Nicaragua,2003,201300000.0
Netherlands,2003,20456442247.9522
Norway,2003,4179380423.17369
Nepal,2003,14778085.6065136
Nauru,2003,0.0
New Zealand,2003,-3363941288.043
OECD members,2003,521091953136.542
Oman,2003,24967490.2470741
Other small states,2003,3475206458.27604
Pakistan,2003,534000000.0
Panama,2003,1050600000.0
Peru,2003,1335007073.0402
Philippines,2003,492000000.0
Palau,2003,4593710.0
Papua New Guinea,2003,168604378.870458
Poland,2003,5371000000.0
Pre-demographic dividend,2003,12756001939.8036
Portugal,2003,10354679114.3825
Paraguay,2003,-57700000.0
West Bank and Gaza,2003,12872000.0
Pacific island small states,2003,64319935.2117954
Post-demographic dividend,2003,504379758270.043
French Polynesia,2003,58213238.4950583
Qatar,2003,624920000.0
Romania,2003,1844000000.0
Russian Federation,2003,7928630000.0
Rwanda,2003,4700000.0
South Asia,2003,4228912734.44089
Saudi Arabia,2003,-586506666.666666
Sudan,2003,1349190000.0
Senegal,2003,86499780.3681952
Singapore,2003,17051420152.8733
Solomon Islands,2003,-1009361.68105639
Sierra Leone,2003,8615049.66773897
El Salvador,2003,141200000.0
"Somalia, Fed. Rep.",2003,-850000.0
Serbia,2003,0.0
Sub-Saharan Africa (excluding high income),2003,13693781497.8184
South Sudan,2003,0.0
Sub-Saharan Africa,2003,13817317925.6526
Small states,2003,5186684230.49224
Sao Tome and Principe,2003,3400000.0
Suriname,2003,-76100000.0
Slovak Republic,2003,969200518.93397
Slovenia,2003,535600000.0
Sweden,2003,6007683415.88431
Eswatini,2003,-60190680.4797118
Sint Maarten (Dutch part),2003,0.0
Seychelles,2003,58425540.7263851
Syrian Arab Republic,2003,160000000.0
Turks and Caicos Islands,2003,0.0
Chad,2003,712663450.0
East Asia & Pacific (IDA & IBRD countries),2003,68416161823.6821
Europe & Central Asia (IDA & IBRD countries),2003,30471387095.517
Togo,2003,45773612.370036
Thailand,2003,5232270340.1941
Tajikistan,2003,31649700.0
Turkmenistan,2003,226000000.0
Latin America & the Caribbean (IDA & IBRD countries),2003,44809041402.8326
Timor-Leste,2003,4519000.0
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",2003,11831951708.3559
Tonga,2003,182273.330595786
South Asia (IDA & IBRD),2003,4228912734.44089
Sub-Saharan Africa (IDA & IBRD countries),2003,13817317925.6526
Trinidad and Tobago,2003,808300000.0
Tunisia,2003,539481939.009799
Turkiye,2003,1702000000.0
Tuvalu,2003,-10973.3734638276
Tanzania,2003,318401298.68
Uganda,2003,202192593.6185
Ukraine,2003,1424000000.0
Upper middle income,2003,116080474711.289
Uruguay,2003,402717369.251732
United States,2003,117106000000.0
Uzbekistan,2003,82600000.0
St. Vincent and the Grenadines,2003,34879095.4175604
"Venezuela, RB",2003,1573000000.0
British Virgin Islands,2003,9660121000.0
Viet Nam,2003,1450000000.0
Vanuatu,2003,18010732.3935714
World,2003,736863608787.169
Samoa,2003,2724300.0
Kosovo,2003,0.0
"Yemen, Rep.",2003,-89107000.0
South Africa,2003,783136092.25814
Zambia,2003,347000000.0
Zimbabwe,2003,3800000.0
Aruba,2004,-105698324.022346
Africa Eastern and Southern,2004,7979693794.68569
Afghanistan,2004,186900000.0
Africa Western and Central,2004,4653748706.48667
Angola,2004,2197227820.0
Albania,2004,341285112.537562
Arab World,2004,21373075480.7873
United Arab Emirates,2004,10003500000.0
Argentina,2004,4124710000.0
Armenia,2004,247140608.495888
Antigua and Barbuda,2004,104576495.70641
Australia,2004,42907672820.3755
Austria,2004,3183649650.0
Azerbaijan,2004,4719107000.0
Burundi,2004,44690.7076028703
Belgium,2004,44498165771.1404
Benin,2004,-40774605.0603662
Burkina Faso,2004,14348320.0
Bangladesh,2004,448905400.707684
Bulgaria,2004,3072550961.81564
Bahrain,2004,865308118.622994
"Bahamas, The",2004,273600000.0
Bosnia and Herzegovina,2004,889597294.548592
Belarus,2004,163800000.0
Belize,2004,111496166.355422
Bolivia,2004,65430000.0
Brazil,2004,18161380459.7533
Barbados,2004,228334500.0
Brunei Darussalam,2004,113205866.961457
Bhutan,2004,8859910.0
Botswana,2004,390889251.855271
Central African Republic,2004,15100000.0
Canada,2004,1452416545.21802
Central Europe and the Baltics,2004,43043918533.3494
Switzerland,2004,7102294152.72319
Chile,2004,4968731407.62404
China,2004,68117272181.2194
Cote d'Ivoire,2004,282979830.0
Cameroon,2004,67984855.6422292
"Congo, Dem. Rep.",2004,409032810.0
"Congo, Rep.",2004,88557997.2244039
Colombia,2004,3115635873.52058
Comoros,2004,672560.378635005
Cabo Verde,2004,67638273.8033899
Costa Rica,2004,1083718486.49798
Caribbean small states,2004,2111650417.63626
Curacao,2004,0.0
Cayman Islands,2004,3703461000.0
Cyprus,2004,1118841808.54651
Czechia,2004,6423465150.75735
Germany,2004,-20408419557.1429
Djibouti,2004,38543559.8494269
Dominica,2004,25775900.0469376
Denmark,2004,-8804165491.10019
Dominican Republic,2004,934480000.0
Algeria,2004,884749030.0
East Asia & Pacific (excluding high income),2004,83215370132.9919
Early-demographic dividend,2004,63797645764.2549
East Asia & Pacific,2004,198673151509.404
Europe & Central Asia (excluding high income),2004,18460242764.467
Europe & Central Asia,2004,442286550593.294
Ecuador,2004,836939593.895644
"Egypt, Arab Rep.",2004,1253300000.0
Euro area,2004,271815192069.962
Eritrea,2004,24103660.0
Spain,2004,25642926665.1153
Estonia,2004,1086893435.16594
Ethiopia,2004,545100000.0
European Union,2004,314210792152.141
Fragile and conflict affected situations,2004,12246792251.572
Finland,2004,6777097341.61981
Fiji,2004,250597673.082846
France,2004,35608535812.8718
"Micronesia, Fed. Sts.",2004,0.0
Gabon,2004,313970792.039638
United Kingdom,2004,87059621382.2838
Georgia,2004,492732940.01
Ghana,2004,139270000.0
Guinea,2004,97900000.0
"Gambia, The",2004,55526319.440783
Guinea-Bissau,2004,1915633.35188715
Equatorial Guinea,2004,340914470.0
Greece,2004,2147927926.75839
Grenada,2004,126368484.200109
Guatemala,2004,321400000.0
Guyana,2004,30000000.0
High income,2004,818802416488.351
"Hong Kong SAR, China",2004,22194238604.966
Honduras,2004,592120092.945896
Heavily indebted poor countries (HIPC),2004,7422180817.86331
Croatia,2004,1314179917.33291
Haiti,2004,5900000.0
Hungary,2004,4538099567.15789
IBRD only,2004,170453651314.721
IDA & IBRD total,2004,239680885534.57
IDA total,2004,13575966904.2424
IDA blend,2004,4514348939.81303
Indonesia,2004,1896082770.0
IDA only,2004,9061617964.42939
India,2004,5429250989.85717
Ireland,2004,-10607612700.0
"Iran, Islamic Rep.",2004,3037299840.0
Iraq,2004,300000000.0
Iceland,2004,755317000.399856
Israel,2004,2946900000.0
Italy,2004,20100742901.8036
Jamaica,2004,559365888.026738
Jordan,2004,936812411.847672
Japan,2004,7527948175.22323
Kazakhstan,2004,5615262947.0
Kenya,2004,46063931.4543862
Kyrgyz Republic,2004,175458810.076826
Cambodia,2004,131416229.281784
Kiribati,2004,1953670.0
St. Kitts and Nevis,2004,45998927.3890751
"Korea, Rep.",2004,13294400000.0
Kuwait,2004,23752969.1211401
Latin America & Caribbean (excluding high income),2004,56597422632.6479
Lao PDR,2004,16917263.0
Lebanon,2004,1898780570.45821
Liberia,2004,75351731.6495429
Libya,2004,357000000.0
St. Lucia,2004,121554429.100413
Latin America & Caribbean,2004,99357513910.1886
Least developed countries: UN classification,2004,9144480412.59154
Low income,2004,4363852031.4527
Liechtenstein,2004,1845838359.4692
Sri Lanka,2004,232800000.0
Lower middle income,2004,23484616530.7797
Low & middle income,2004,183996520245.798
Lesotho,2004,55671430.9384429
Late-demographic dividend,2004,169876343748.579
Lithuania,2004,879540745.774167
Luxembourg,2004,5179643440.0
Latvia,2004,591589970.743144
"Macao SAR, China",2004,771496386.166367
Morocco,2004,893325392.835824
Moldova,2004,151010000.0
Madagascar,2004,52910748.0000001
Maldives,2004,52933701.7280929
"Middle East, North Africa, Afghanistan & Pakistan",2004,34220160934.9219
Mexico,2004,25142732841.0
Marshall Islands,2004,1156000.0
Middle income,2004,179087568214.345
North Macedonia,2004,309137638.54
Mali,2004,84992921.5331431
Malta,2004,7469040204.51317
Myanmar,2004,211364294.975748
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",2004,11935956326.6698
Montenegro,2004,0.0
Mongolia,2004,92920000.0
Mozambique,2004,475513570.0
Mauritania,2004,404102030.0
Mauritius,2004,13894736.4049871
Malawi,2004,107811374.012919
Malaysia,2004,4376052631.57894
North America,2004,215925016545.218
Namibia,2004,223561311.215727
New Caledonia,2004,27480195.7306092
Niger,2004,24411286.9008512
Nigeria,2004,1874060886.97608
Nicaragua,2004,250000000.0
Netherlands,2004,139920688181.89
Norway,2004,4918494986.32395
Nepal,2004,-417346.383904295
Nauru,2004,0.0
New Zealand,2004,2319819298.4287
OECD members,2004,715814882229.551
Oman,2004,111053315.994798
Other small states,2004,10836938921.6887
Pakistan,2004,1118000000.0
Panama,2004,1277900000.0
Peru,2004,1599038388.965
Philippines,2004,592000000.0
Palau,2004,6845040.0
Papua New Guinea,2004,32542985.2516694
Poland,2004,13868000000.0
Pre-demographic dividend,2004,10541426833.3479
Portugal,2004,2485161769.22788
Paraguay,2004,93979000.0
West Bank and Gaza,2004,20520000.0
Pacific island small states,2004,285390875.083326
Post-demographic dividend,2004,728327546460.598
French Polynesia,2004,6420023.00862775
Qatar,2004,1198970000.0
Romania,2004,6443000000.0
Russian Federation,2004,15402990000.0
Rwanda,2004,7700000.0
South Asia,2004,6172332655.90904
Saudi Arabia,2004,-334320000.0
Sudan,2004,1511070000.0
Senegal,2004,137583476.929811
Singapore,2004,24390254965.552
Solomon Islands,2004,-3005254.99388774
Sierra Leone,2004,61153314.1933296
El Salvador,2004,363270000.0
"Somalia, Fed. Rep.",2004,-4790000.0
Serbia,2004,0.0
Sub-Saharan Africa (excluding high income),2004,12371866337.8566
South Sudan,2004,0.0
Sub-Saharan Africa,2004,12633442501.1724
Small states,2004,13233980214.4083
Sao Tome and Principe,2004,3501000.0
Suriname,2004,-37300000.0
Slovak Republic,2004,4063498784.60235
Slovenia,2004,763100000.0
Sweden,2004,16854649893.5473
Eswatini,2004,69582011.8372507
Sint Maarten (Dutch part),2004,0.0
Seychelles,2004,38014852.1
Syrian Arab Republic,2004,275000000.0
Turks and Caicos Islands,2004,0.0
Chad,2004,466793490.0
East Asia & Pacific (IDA & IBRD countries),2004,83222215172.9919
Europe & Central Asia (IDA & IBRD countries),2004,58560963643.6156
Togo,2004,79967681.861951
Thailand,2004,5860255942.60102
Tajikistan,2004,272025100.0
Turkmenistan,2004,353700000.0
Latin America & the Caribbean (IDA & IBRD countries),2004,67176495234.211
Timor-Leste,2004,0.0
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",2004,11915436326.6698
Tonga,2004,5533664.04017913
South Asia (IDA & IBRD),2004,6172332655.90904
Sub-Saharan Africa (IDA & IBRD countries),2004,12633442501.1724
Trinidad and Tobago,2004,998100000.0
Tunisia,2004,592147521.678619
Turkiye,2004,2785000000.0
Tuvalu,2004,-11696.8345342259
Tanzania,2004,442539548.35
Uganda,2004,295416479.800691
Ukraine,2004,1715000000.0
Upper middle income,2004,155848986664.781
Uruguay,2004,352712784.345572
United States,2004,213641000000.0
Uzbekistan,2004,176600000.0
St. Vincent and the Grenadines,2004,83145514.8378896
"Venezuela, RB",2004,1489000000.0
British Virgin Islands,2004,28309656000.0
Viet Nam,2004,1610000000.0
Vanuatu,2004,19840843.5043493
World,2004,1009268168650.11
Samoa,2004,2480936.28437362
Kosovo,2004,53385313.2581317
"Yemen, Rep.",2004,143578000.0
South Africa,2004,701422007.629778
Zambia,2004,364040000.0
Zimbabwe,2004,8700000.0
Aruba,2005,-207798005.868162
Africa Eastern and Southern,2005,10333881073.1732
Africa Western and Central,2005,9278129444.76764
Angola,2005,-1303836930.0
Albania,2005,262479012.637464
Arab World,2005,38336974236.7612
United Arab Emirates,2005,10899931930.0
Argentina,2005,5265250000.0
Armenia,2005,292073220.164721
Antigua and Barbuda,2005,123754285.361587
Australia,2005,-25093141435.1895
Azerbaijan,2005,4476396000.0
Burundi,2005,584701.692574561
Belgium,2005,33662010793.5663
Benin,2005,-8788860.12677477
Burkina Faso,2005,52130040.8814283
Bangladesh,2005,813321971.875196
Bulgaria,2005,4098122930.77933
Bahrain,2005,1048601306.14141
"Bahamas, The",2005,563414700.0
Bosnia and Herzegovina,2005,623812851.5592
Belarus,2005,306600000.0
Belize,2005,126908465.922062
Bermuda,2005,43700000.0
Bolivia,2005,-238620000.0
Brazil,2005,15459981604.1196
Barbados,2005,390061395.8643
Brunei Darussalam,2005,175068516.562807
Bhutan,2005,6210880.0
Botswana,2005,420854175.013436
Central African Republic,2005,10100000.0
Canada,2005,25552226940.928
Central Europe and the Baltics,2005,74726630916.3751
Switzerland,2005,2664910821.00245
Chile,2005,5990831828.9531
China,2005,104108693867.085
Cote d'Ivoire,2005,349059586.543272
Cameroon,2005,243601636.500456
"Congo, Dem. Rep.",2005,180000000.0
"Congo, Rep.",2005,801314933.871917
Colombia,2005,10235417315.1375
Comoros,2005,558865.800033729
Cabo Verde,2005,80513541.3322082
Costa Rica,2005,1528787464.115
Caribbean small states,2005,2558738587.60798
Curacao,2005,0.0
Cayman Islands,2005,9506484000.0
Cyprus,2005,1161973511.03818
Czechia,2005,13730164683.4591
Germany,2005,59835195025.1916
Djibouti,2005,22203341.1920932
Dominica,2005,18910614.2182176
Denmark,2005,12847031342.3671
Dominican Republic,2005,1118400000.0
Algeria,2005,1155999999.99994
East Asia & Pacific (excluding high income),2005,129276078938.685
Early-demographic dividend,2005,103061147498.325
East Asia & Pacific,2005,189051752221.766
Europe & Central Asia (excluding high income),2005,27998176010.312
Europe & Central Asia,2005,1022462491424.17
Ecuador,2005,493413835.545644
"Egypt, Arab Rep.",2005,5375600000.0
Euro area,2005,636066541112.345
Eritrea,2005,1431550.0
Spain,2005,28282647905.3934
Estonia,2005,3057558404.59854
Ethiopia,2005,265111675.482385
European Union,2005,732553887351.659
Fragile and conflict affected situations,2005,23731519578.5703
Finland,2005,10867806670.7033
Fiji,2005,172951928.727855
France,2005,85137061931.2535
"Micronesia, Fed. Sts.",2005,0.0
Gabon,2005,326161877.897877
United Kingdom,2005,252653397148.111
Georgia,2005,453107292.01
Ghana,2005,144970000.0
Guinea,2005,105000000.0
"Gambia, The",2005,53650280.019084
Guinea-Bissau,2005,8692468.08975684
Equatorial Guinea,2005,769146190.0
Greece,2005,688484256.649083
Grenada,2005,81610825.3572085
Guatemala,2005,540000000.0
Guyana,2005,76800000.0
High income,2005,1283241327743.41
"Hong Kong SAR, China",2005,40963127270.6954
Honduras,2005,601059572.180071
Heavily indebted poor countries (HIPC),2005,8173921981.86352
Croatia,2005,1814728743.16264
Haiti,2005,26000000.0
Hungary,2005,27489690204.0215
IBRD only,2005,244763555478.205
IDA & IBRD total,2005,321459824450.647
IDA total,2005,18890032702.8445
IDA blend,2005,9574337192.91898
Indonesia,2005,8336257207.64285
IDA only,2005,9315695509.92551
India,2005,7269407225.61437
Ireland,2005,47001243614.0877
"Iran, Islamic Rep.",2005,2889191670.0
Iraq,2005,515300000.0
Iceland,2005,3093680067.57088
Israel,2005,4818400000.0
Italy,2005,36762073074.9389
Jamaica,2005,637901995.872958
Jordan,2005,1984485190.40902
Japan,2005,5459618342.94078
Kazakhstan,2005,2546065710.0
Kenya,2005,21211685.3952229
Kyrgyz Republic,2005,42565248.3
Cambodia,2005,379180190.600282
Kiribati,2005,2606020.0
St. Kitts and Nevis,2005,54183295.707814
"Korea, Rep.",2005,13643200000.0
Kuwait,2005,233904109.589041
Latin America & Caribbean (excluding high income),2005,63049556281.6401
